yearID,stint
,1
,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
